learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.480927
1,4,1,0.238,0.877,0.163,0.473328
1,4,2,0.238,0.877,0.163,0.643066
1,4,3,0.238,0.877,0.163,0.838226
2,8,0,0.201,0.881,0.16,0.655273
2,8,1,0.201,0.881,0.16,0.97998
2,8,2,0.201,0.881,0.16,0.991516
2,8,3,0.201,0.881,0.16,0.409882
2,8,4,0.201,0.881,0.16,0.719818
2,8,5,0.201,0.881,0.16,0.744446
2,8,6,0.201,0.881,0.16,0.563416
2,8,7,0.201,0.881,0.16,0.888672
3,10,0,0.215,0.875,0.15,0.952881
3,10,1,0.215,0.875,0.15,0.920807
3,10,2,0.215,0.875,0.15,0.578705
3,10,3,0.215,0.875,0.15,0.913361
3,10,4,0.215,0.875,0.15,0.362335
3,10,5,0.215,0.875,0.15,0.03418
3,10,5,0.215,0.875,0.15,0.039185
3,10,5,0.215,0.875,0.15,0.083649
3,10,5,0.215,0.875,0.15,0.692688
3,10,6,0.215,0.875,0.15,0.106079
3,10,6,0.215,0.875,0.15,0.335571
3,10,6,0.215,0.875,0.15,0.148193
3,10,6,0.215,0.875,0.15,0.998779
3,10,7,0.215,0.875,0.15,0.045258
3,10,7,0.215,0.875,0.15,0.308746
3,10,7,0.215,0.875,0.15,0.784515
3,10,8,0.215,0.875,0.15,0.904663
3,10,9,0.215,0.875,0.15,0.147766
3,10,9,0.215,0.875,0.15,0.92923
4,13,0,0.229,0.865,0.154,0.305023
4,13,1,0.229,0.865,0.154,0.814728
4,13,2,0.229,0.865,0.154,0.57663
4,13,3,0.229,0.865,0.154,0.594727
4,13,4,0.229,0.865,0.154,0.889069
4,13,5,0.229,0.865,0.154,0.08847
4,13,5,0.229,0.865,0.154,0.296509
4,13,5,0.229,0.865,0.154,0.689911
4,13,6,0.229,0.865,0.154,0.008087
4,13,6,0.229,0.865,0.154,0.759857
4,13,6,0.229,0.865,0.154,0.156494
4,13,7,0.229,0.865,0.154,0.047058
4,13,7,0.229,0.865,0.154,0.554382
4,13,7,0.229,0.865,0.154,0.888367
4,13,8,0.229,0.865,0.154,0.871735
4,13,9,0.229,0.865,0.154,0.773132
4,13,10,0.229,0.865,0.154,0.742432
4,13,11,0.229,0.865,0.154,0.016663
4,13,11,0.229,0.865,0.154,0.448669
4,13,11,0.229,0.865,0.154,0.687622
4,13,12,0.229,0.865,0.154,0.959198
5,9,0,0.22,0.871,0.172,0.047455
5,9,0,0.22,0.871,0.172,0.518677
5,9,0,0.22,0.871,0.172,0.265594
5,9,1,0.22,0.871,0.172,0.321686
5,9,2,0.22,0.871,0.172,0.305786
5,9,3,0.22,0.871,0.172,0.724274
5,9,4,0.22,0.871,0.172,0.36203
5,9,5,0.22,0.871,0.172,0.633301
5,9,6,0.22,0.871,0.172,0.755798
5,9,7,0.22,0.871,0.172,0.308746
5,9,8,0.22,0.871,0.172,0.713684
6,19,0,0.22,0.863,0.181,0.326599
6,19,1,0.22,0.863,0.181,0.953094
6,19,2,0.22,0.863,0.181,0.288757
6,19,3,0.22,0.863,0.181,0.460266
6,19,4,0.22,0.863,0.181,0.385986
6,19,5,0.22,0.863,0.181,0.841858
6,19,6,0.22,0.863,0.181,0.510803
6,19,7,0.22,0.863,0.181,0.65799
6,19,8,0.22,0.863,0.181,0.895264
6,19,9,0.22,0.863,0.181,0.626801
6,19,10,0.22,0.863,0.181,0.718048
6,19,11,0.22,0.863,0.181,0.967316
6,19,12,0.22,0.863,0.181,0.372223
6,19,13,0.22,0.863,0.181,0.725983
6,19,14,0.22,0.863,0.181,0.463501
6,19,15,0.22,0.863,0.181,0.689178
6,19,16,0.22,0.863,0.181,0.493927
6,19,17,0.22,0.863,0.181,0.522217
6,19,18,0.22,0.863,0.181,0.688293
7,8,0,0.209,0.866,0.153,0.853973
7,8,1,0.209,0.866,0.153,0.182037
7,8,1,0.209,0.866,0.153,0.13092
7,8,1,0.209,0.866,0.153,0.916412
7,8,2,0.209,0.866,0.153,0.540344
7,8,3,0.209,0.866,0.153,0.919708
7,8,4,0.209,0.866,0.153,0.577698
7,8,5,0.209,0.866,0.153,0.221283
7,8,6,0.209,0.866,0.153,0.544464
7,8,7,0.209,0.866,0.153,0.473236
8,10,0,0.223,0.887,0.165,0.927338
8,10,1,0.223,0.887,0.165,0.532135
8,10,2,0.223,0.887,0.165,0.533478
8,10,3,0.223,0.887,0.165,0.337524
8,10,4,0.223,0.887,0.165,0.82785
8,10,5,0.223,0.887,0.165,0.514404
8,10,6,0.223,0.887,0.165,0.223633
8,10,7,0.223,0.887,0.165,0.318176
8,10,8,0.223,0.887,0.165,0.501648
8,10,9,0.223,0.887,0.165,0.386963
9,13,0,0.199,0.871,0.156,0.561981
9,13,1,0.199,0.871,0.156,0.935822
9,13,2,0.199,0.871,0.156,0.80011
9,13,3,0.199,0.871,0.156,0.202148
9,13,4,0.199,0.871,0.156,0.923035
9,13,5,0.199,0.871,0.156,0.842377
9,13,6,0.199,0.871,0.156,0.578033
9,13,7,0.199,0.871,0.156,0.96991
9,13,8,0.199,0.871,0.156,0.299744
9,13,9,0.199,0.871,0.156,0.480316
9,13,10,0.199,0.871,0.156,0.045197
9,13,10,0.199,0.871,0.156,0.459412
9,13,10,0.199,0.871,0.156,0.78537
9,13,11,0.199,0.871,0.156,0.805237
9,13,12,0.199,0.871,0.156,0.940063
10,7,0,0.2,0.876,0.158,0.394135
10,7,1,0.2,0.876,0.158,0.673523
10,7,2,0.2,0.876,0.158,0.058563
10,7,2,0.2,0.876,0.158,0.911438
10,7,3,0.2,0.876,0.158,0.89151
10,7,4,0.2,0.876,0.158,0.550507
10,7,5,0.2,0.876,0.158,0.520782
10,7,6,0.2,0.876,0.158,0.656708
11,2,0,0.194,0.867,0.189,0.536285
11,2,1,0.194,0.867,0.189,0.333588
12,19,0,0.221,0.877,0.142,0.558136
12,19,1,0.221,0.877,0.142,0.305176
12,19,2,0.221,0.877,0.142,0.789276
12,19,3,0.221,0.877,0.142,0.539581
12,19,4,0.221,0.877,0.142,0.954285
12,19,5,0.221,0.877,0.142,0.740295
12,19,6,0.221,0.877,0.142,0.395752
12,19,7,0.221,0.877,0.142,0.296661
12,19,8,0.221,0.877,0.142,0.124023
12,19,8,0.221,0.877,0.142,0.260376
12,19,8,0.221,0.877,0.142,0.122101
12,19,8,0.221,0.877,0.142,0.57132
12,19,9,0.221,0.877,0.142,0.217438
12,19,9,0.221,0.877,0.142,0.841461
12,19,9,0.221,0.877,0.142,0.670502
12,19,10,0.221,0.877,0.142,0.925323
12,19,11,0.221,0.877,0.142,0.574097
12,19,12,0.221,0.877,0.142,0.3078
12,19,13,0.221,0.877,0.142,0.792816
12,19,14,0.221,0.877,0.142,0.369598
12,19,15,0.221,0.877,0.142,0.31424
12,19,16,0.221,0.877,0.142,0.226868
12,19,17,0.221,0.877,0.142,0.897491
12,19,18,0.221,0.877,0.142,0.266357
13,8,0,0.232,0.87,0.181,0.118256
13,8,0,0.232,0.87,0.181,0.687439
13,8,0,0.232,0.87,0.181,0.701111
13,8,1,0.232,0.87,0.181,0.681763
13,8,2,0.232,0.87,0.181,0.391815
13,8,3,0.232,0.87,0.181,0.026398
13,8,3,0.232,0.87,0.181,0.647644
13,8,3,0.232,0.87,0.181,0.090881
13,8,3,0.232,0.87,0.181,0.439911
13,8,4,0.232,0.87,0.181,0.653046
13,8,5,0.232,0.87,0.181,0.232361
13,8,6,0.232,0.87,0.181,0.278778
13,8,7,0.232,0.87,0.181,0.430634
14,7,0,0.219,0.871,0.161,0.114594
14,7,0,0.219,0.871,0.161,0.839752
14,7,0,0.219,0.871,0.161,0.866974
14,7,1,0.219,0.871,0.161,0.046387
14,7,1,0.219,0.871,0.161,0.340973
14,7,1,0.219,0.871,0.161,0.208344
