learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.392578
1,4,1,0.238,0.877,0.163,0.472626
1,4,2,0.238,0.877,0.163,0.84729
1,4,3,0.238,0.877,0.163,0.60556
2,8,0,0.201,0.881,0.16,0.366699
2,8,1,0.201,0.881,0.16,0.990387
2,8,2,0.201,0.881,0.16,0.002808
2,8,2,0.201,0.881,0.16,0.882324
2,8,3,0.201,0.881,0.16,0.249176
2,8,4,0.201,0.881,0.16,0.621429
2,8,5,0.201,0.881,0.16,0.818176
2,8,6,0.201,0.881,0.16,0.459991
2,8,7,0.201,0.881,0.16,0.411163
3,10,0,0.215,0.875,0.15,0.697876
3,10,1,0.215,0.875,0.15,0.26001
3,10,2,0.215,0.875,0.15,0.370667
3,10,3,0.215,0.875,0.15,0.762756
3,10,4,0.215,0.875,0.15,0.116882
3,10,4,0.215,0.875,0.15,0.057617
3,10,4,0.215,0.875,0.15,0.918152
3,10,5,0.215,0.875,0.15,0.133057
3,10,5,0.215,0.875,0.15,0.404144
3,10,5,0.215,0.875,0.15,0.529297
3,10,6,0.215,0.875,0.15,0.679993
3,10,7,0.215,0.875,0.15,0.636841
3,10,8,0.215,0.875,0.15,0.841003
3,10,9,0.215,0.875,0.15,0.601044
4,13,0,0.229,0.865,0.154,0.894897
4,13,1,0.229,0.865,0.154,0.149597
4,13,1,0.229,0.865,0.154,0.855957
4,13,1,0.229,0.865,0.154,0.948944
4,13,2,0.229,0.865,0.154,0.640076
4,13,3,0.229,0.865,0.154,0.304016
4,13,4,0.229,0.865,0.154,0.711029
4,13,5,0.229,0.865,0.154,0.52533
4,13,6,0.229,0.865,0.154,0.547089
4,13,7,0.229,0.865,0.154,0.030487
4,13,7,0.229,0.865,0.154,0.137299
4,13,7,0.229,0.865,0.154,0.727631
4,13,8,0.229,0.865,0.154,0.979187
4,13,9,0.229,0.865,0.154,0.813934
4,13,10,0.229,0.865,0.154,0.658478
4,13,11,0.229,0.865,0.154,0.982941
4,13,12,0.229,0.865,0.154,0.742615
5,9,0,0.22,0.871,0.172,0.544037
5,9,1,0.22,0.871,0.172,0.425018
5,9,2,0.22,0.871,0.172,0.000946
5,9,2,0.22,0.871,0.172,0.248718
5,9,2,0.22,0.871,0.172,0.888367
5,9,3,0.22,0.871,0.172,0.774994
5,9,4,0.22,0.871,0.172,0.376648
5,9,5,0.22,0.871,0.172,0.747559
5,9,6,0.22,0.871,0.172,0.091797
5,9,6,0.22,0.871,0.172,0.964508
5,9,7,0.22,0.871,0.172,0.741333
5,9,8,0.22,0.871,0.172,0.558746
6,19,0,0.22,0.863,0.181,0.352295
6,19,1,0.22,0.863,0.181,0.40097
6,19,2,0.22,0.863,0.181,0.843445
6,19,3,0.22,0.863,0.181,0.703674
6,19,4,0.22,0.863,0.181,0.724915
6,19,5,0.22,0.863,0.181,0.991302
6,19,6,0.22,0.863,0.181,0.885712
6,19,7,0.22,0.863,0.181,0.846222
6,19,8,0.22,0.863,0.181,0.916626
6,19,9,0.22,0.863,0.181,0.974243
6,19,10,0.22,0.863,0.181,0.981659
6,19,11,0.22,0.863,0.181,0.860931
6,19,12,0.22,0.863,0.181,0.691315
6,19,13,0.22,0.863,0.181,0.40506
6,19,14,0.22,0.863,0.181,0.611572
6,19,15,0.22,0.863,0.181,0.207672
6,19,15,0.22,0.863,0.181,0.861938
6,19,15,0.22,0.863,0.181,0.21228
6,19,16,0.22,0.863,0.181,0.858582
6,19,17,0.22,0.863,0.181,0.540131
6,19,18,0.22,0.863,0.181,0.516754
7,8,0,0.209,0.866,0.153,0.276672
7,8,1,0.209,0.866,0.153,0.643829
7,8,2,0.209,0.866,0.153,0.14444
7,8,2,0.209,0.866,0.153,0.201172
7,8,2,0.209,0.866,0.153,0.233124
7,8,3,0.209,0.866,0.153,0.892609
7,8,4,0.209,0.866,0.153,0.38736
7,8,5,0.209,0.866,0.153,0.597839
7,8,6,0.209,0.866,0.153,0.768982
7,8,7,0.209,0.866,0.153,0.22525
8,10,0,0.223,0.887,0.165,0.77475
8,10,1,0.223,0.887,0.165,0.319061
8,10,2,0.223,0.887,0.165,0.780273
8,10,3,0.223,0.887,0.165,0.04538
8,10,3,0.223,0.887,0.165,0.923798
8,10,4,0.223,0.887,0.165,0.932861
8,10,5,0.223,0.887,0.165,0.294037
8,10,6,0.223,0.887,0.165,0.476746
8,10,7,0.223,0.887,0.165,0.240417
8,10,8,0.223,0.887,0.165,0.489899
8,10,9,0.223,0.887,0.165,0.802673
9,13,0,0.199,0.871,0.156,0.73468
9,13,1,0.199,0.871,0.156,0.92807
9,13,2,0.199,0.871,0.156,0.740295
9,13,3,0.199,0.871,0.156,0.621338
9,13,4,0.199,0.871,0.156,0.706085
9,13,5,0.199,0.871,0.156,0.192444
9,13,5,0.199,0.871,0.156,0.88678
9,13,6,0.199,0.871,0.156,0.843781
9,13,7,0.199,0.871,0.156,0.52301
9,13,8,0.199,0.871,0.156,0.303101
9,13,9,0.199,0.871,0.156,0.062714
9,13,9,0.199,0.871,0.156,0.429962
9,13,9,0.199,0.871,0.156,0.140594
9,13,9,0.199,0.871,0.156,0.96109
9,13,10,0.199,0.871,0.156,0.409943
9,13,11,0.199,0.871,0.156,0.176453
9,13,11,0.199,0.871,0.156,0.035522
9,13,11,0.199,0.871,0.156,0.907776
9,13,12,0.199,0.871,0.156,0.701324
10,7,0,0.2,0.876,0.158,0.057037
10,7,0,0.2,0.876,0.158,0.843231
10,7,0,0.2,0.876,0.158,0.492828
10,7,1,0.2,0.876,0.158,0.540314
10,7,2,0.2,0.876,0.158,0.43808
10,7,3,0.2,0.876,0.158,0.837677
10,7,4,0.2,0.876,0.158,0.122742
10,7,4,0.2,0.876,0.158,0.529938
10,7,4,0.2,0.876,0.158,0.185242
10,7,5,0.2,0.876,0.158,0.683533
10,7,6,0.2,0.876,0.158,0.611267
11,2,0,0.194,0.867,0.189,0.379211
11,2,1,0.194,0.867,0.189,0.435944
12,19,0,0.221,0.877,0.142,0.8638
12,19,1,0.221,0.877,0.142,0.946716
12,19,2,0.221,0.877,0.142,0.828094
12,19,3,0.221,0.877,0.142,0.763306
12,19,4,0.221,0.877,0.142,0.946198
12,19,5,0.221,0.877,0.142,0.690521
12,19,6,0.221,0.877,0.142,0.169525
12,19,6,0.221,0.877,0.142,0.004089
12,19,6,0.221,0.877,0.142,0.711792
12,19,7,0.221,0.877,0.142,0.557373
12,19,8,0.221,0.877,0.142,0.692291
12,19,9,0.221,0.877,0.142,0.052795
12,19,9,0.221,0.877,0.142,0.046783
12,19,9,0.221,0.877,0.142,0.558746
12,19,10,0.221,0.877,0.142,0.547668
12,19,11,0.221,0.877,0.142,0.709259
12,19,12,0.221,0.877,0.142,0.637451
12,19,13,0.221,0.877,0.142,0.341949
12,19,14,0.221,0.877,0.142,0.7836
12,19,15,0.221,0.877,0.142,0.19931
12,19,15,0.221,0.877,0.142,0.13559
12,19,15,0.221,0.877,0.142,0.296417
12,19,16,0.221,0.877,0.142,0.720886
12,19,17,0.221,0.877,0.142,0.227661
12,19,18,0.221,0.877,0.142,0.793121
13,8,0,0.232,0.87,0.181,0.905975
13,8,1,0.232,0.87,0.181,0.695892
13,8,2,0.232,0.87,0.181,0.614136
13,8,3,0.232,0.87,0.181,0.693481
13,8,4,0.232,0.87,0.181,0.276642
13,8,5,0.232,0.87,0.181,0.621338
13,8,6,0.232,0.87,0.181,0.878174
13,8,7,0.232,0.87,0.181,0.224152
13,8,7,0.232,0.87,0.181,0.154602
13,8,7,0.232,0.87,0.181,0.849518
14,7,0,0.219,0.871,0.161,0.739716
14,7,1,0.219,0.871,0.161,0.40329
14,7,2,0.219,0.871,0.161,0.402649
14,7,3,0.219,0.871,0.161,0.174744
14,7,3,0.219,0.871,0.161,0.088959
14,7,3,0.219,0.871,0.161,0.397675
14,7,4,0.219,0.871,0.161,0.270355
14,7,5,0.219,0.871,0.161,0.278412
14,7,6,0.219,0.871,0.161,0.790955
15,15,0,0.218,0.879,0.17,0.762939
15,15,1,0.218,0.879,0.17,0.223846
15,15,2,0.218,0.879,0.17,0.053192
15,15,2,0.218,0.879,0.17,0.605408
15,15,2,0.218,0.879,0.17,0.684906
15,15,3,0.218,0.879,0.17,0.772736
15,15,4,0.218,0.879,0.17,0.657013
15,15,5,0.218,0.879,0.17,0.644135
15,15,6,0.218,0.879,0.17,0.079987
15,15,6,0.218,0.879,0.17,0.980042
15,15,7,0.218,0.879,0.17,0.947388
15,15,8,0.218,0.879,0.17,0.326294
15,15,9,0.218,0.879,0.17,0.391663
15,15,10,0.218,0.879,0.17,0.0867
15,15,10,0.218,0.879,0.17,0.372314
15,15,10,0.218,0.879,0.17,0.497711
15,15,11,0.218,0.879,0.17,0.349213
15,15,12,0.218,0.879,0.17,0.783844
15,15,13,0.218,0.879,0.17,0.782104
15,15,14,0.218,0.879,0.17,0.869263
16,8,0,0.201,0.854,0.167,0.630096
16,8,1,0.201,0.854,0.167,0.953461
16,8,2,0.201,0.854,0.167,0.909027
16,8,3,0.201,0.854,0.167,0.783875
16,8,4,0.201,0.854,0.167,0.184113
16,8,4,0.201,0.854,0.167,0.593719
16,8,4,0.201,0.854,0.167,0.054932
16,8,4,0.201,0.854,0.167,0.732849
16,8,5,0.201,0.854,0.167,0.663483
16,8,6,0.201,0.854,0.167,0.681091
16,8,7,0.201,0.854,0.167,0.83078
17,16,0,0.22,0.885,0.159,0.395142
17,16,1,0.22,0.885,0.159,0.578186
17,16,2,0.22,0.885,0.159,0.473328
17,16,3,0.22,0.885,0.159,0.914948
17,16,4,0.22,0.885,0.159,0.089203
17,16,4,0.22,0.885,0.159,0.318878
17,16,4,0.22,0.885,0.159,0.648346
17,16,5,0.22,0.885,0.159,0.682983
17,16,6,0.22,0.885,0.159,0.171814
17,16,6,0.22,0.885,0.159,0.800354
17,16,6,0.22,0.885,0.159,0.131744
17,16,6,0.22,0.885,0.159,0.813263
17,16,7,0.22,0.885,0.159,0.224274
17,16,8,0.22,0.885,0.159,0.345825
17,16,9,0.22,0.885,0.159,0.276306
17,16,10,0.22,0.885,0.159,0.085144
17,16,10,0.22,0.885,0.159,0.615814
17,16,10,0.22,0.885,0.159,0.403381
17,16,11,0.22,0.885,0.159,0.681366
17,16,12,0.22,0.885,0.159,0.384857
17,16,13,0.22,0.885,0.159,0.877228
17,16,14,0.22,0.885,0.159,0.746735
17,16,15,0.22,0.885,0.159,0.746307
18,10,0,0.213,0.871,0.173,0.908478
18,10,1,0.213,0.871,0.173,0.169342
18,10,1,0.213,0.871,0.173,0.704254
18,10,1,0.213,0.871,0.173,0.471832
18,10,2,0.213,0.871,0.173,0.15799
18,10,2,0.213,0.871,0.173,0.417328
18,10,2,0.213,0.871,0.173,0.437469
18,10,3,0.213,0.871,0.173,0.968018
18,10,4,0.213,0.871,0.173,0.031464
18,10,4,0.213,0.871,0.173,0.840454
18,10,4,0.213,0.871,0.173,0.480743
18,10,5,0.213,0.871,0.173,0.509308
18,10,6,0.213,0.871,0.173,0.533203
18,10,7,0.213,0.871,0.173,0.582062
18,10,8,0.213,0.871,0.173,0.472626
18,10,9,0.213,0.871,0.173,0.319763
19,5,0,0.203,0.874,0.147,0.068787
19,5,0,0.203,0.874,0.147,0.508362
19,5,0,0.203,0.874,0.147,0.565491
19,5,1,0.203,0.874,0.147,0.243958
19,5,2,0.203,0.874,0.147,0.268036
19,5,3,0.203,0.874,0.147,0.769531
19,5,4,0.203,0.874,0.147,0.669464
20,16,0,0.203,0.875,0.159,0.894867
20,16,1,0.203,0.875,0.159,0.831024
20,16,2,0.203,0.875,0.159,0.359406
20,16,3,0.203,0.875,0.159,0.862915
20,16,4,0.203,0.875,0.159,0.891052
20,16,5,0.203,0.875,0.159,0.243744
20,16,6,0.203,0.875,0.159,0.558502
20,16,7,0.203,0.875,0.159,0.194885
20,16,7,0.203,0.875,0.159,0.88385
20,16,8,0.203,0.875,0.159,0.588654
20,16,9,0.203,0.875,0.159,0.824127
20,16,10,0.203,0.875,0.159,0.307465
20,16,11,0.203,0.875,0.159,0.987518
20,16,12,0.203,0.875,0.159,0.954529
20,16,13,0.203,0.875,0.159,0.209015
20,16,14,0.203,0.875,0.159,0.514587
20,16,15,0.203,0.875,0.159,0.794861
21,6,0,0.224,0.868,0.161,0.287262
21,6,1,0.224,0.868,0.161,0.678955
21,6,2,0.224,0.868,0.161,0.045288
21,6,2,0.224,0.868,0.161,0.717957
21,6,2,0.224,0.868,0.161,0.900055
21,6,3,0.224,0.868,0.161,0.09491
21,6,3,0.224,0.868,0.161,0.115204
21,6,3,0.224,0.868,0.161,0.860291
21,6,4,0.224,0.868,0.161,0.873199
21,6,5,0.224,0.868,0.161,0.278046
22,11,0,0.213,0.886,0.179,0.313599
22,11,1,0.213,0.886,0.179,0.387543
22,11,2,0.213,0.886,0.179,0.598541
22,11,3,0.213,0.886,0.179,0.392914
22,11,4,0.213,0.886,0.179,0.377319
22,11,5,0.213,0.886,0.179,0.073853
22,11,5,0.213,0.886,0.179,0.283691
22,11,5,0.213,0.886,0.179,0.273895
22,11,6,0.213,0.886,0.179,0.734253
22,11,7,0.213,0.886,0.179,0.307709
22,11,8,0.213,0.886,0.179,0.742828
22,11,9,0.213,0.886,0.179,0.135925
22,11,9,0.213,0.886,0.179,0.372803
22,11,9,0.213,0.886,0.179,0.982635
22,11,10,0.213,0.886,0.179,0.999969
23,1,0,0.201,0.886,0.163,0.788757
24,12,0,0.204,0.882,0.181,0.417145
24,12,1,0.204,0.882,0.181,0.375336
24,12,2,0.204,0.882,0.181,0.76886
24,12,3,0.204,0.882,0.181,0.835724
24,12,4,0.204,0.882,0.181,0.587921
24,12,5,0.204,0.882,0.181,0.976318
24,12,6,0.204,0.882,0.181,0.503845
24,12,7,0.204,0.882,0.181,0.210144
24,12,8,0.204,0.882,0.181,0.503662
24,12,9,0.204,0.882,0.181,0.375366
24,12,10,0.204,0.882,0.181,0.103271
24,12,10,0.204,0.882,0.181,0.570496
24,12,10,0.204,0.882,0.181,0.674408
24,12,11,0.204,0.882,0.181,0.289886
25,15,0,0.222,0.878,0.162,0.078461
25,15,0,0.222,0.878,0.162,0.103577
25,15,0,0.222,0.878,0.162,0.56369
25,15,1,0.222,0.878,0.162,0.885193
25,15,2,0.222,0.878,0.162,0.852539
25,15,3,0.222,0.878,0.162,0.956055
25,15,4,0.222,0.878,0.162,0.745026
25,15,5,0.222,0.878,0.162,0.32019
25,15,6,0.222,0.878,0.162,0.487793
25,15,7,0.222,0.878,0.162,0.126556
25,15,7,0.222,0.878,0.162,0.590607
25,15,7,0.222,0.878,0.162,0.755402
25,15,8,0.222,0.878,0.162,0.560547
25,15,9,0.222,0.878,0.162,0.271484
25,15,10,0.222,0.878,0.162,0.421967
25,15,11,0.222,0.878,0.162,0.127136
25,15,11,0.222,0.878,0.162,0.777985
25,15,11,0.222,0.878,0.162,0.423004
25,15,12,0.222,0.878,0.162,0.744141
25,15,13,0.222,0.878,0.162,0.150787
25,15,13,0.222,0.878,0.162,0.078827
25,15,13,0.222,0.878,0.162,0.440491
25,15,14,0.222,0.878,0.162,0.485565
26,20,0,0.21,0.877,0.164,0.427368
26,20,1,0.21,0.877,0.164,0.609222
26,20,2,0.21,0.877,0.164,0.276093
26,20,3,0.21,0.877,0.164,0.98175
26,20,4,0.21,0.877,0.164,0.333893
26,20,5,0.21,0.877,0.164,0.016479
26,20,5,0.21,0.877,0.164,0.779541
26,20,5,0.21,0.877,0.164,0.437683
26,20,6,0.21,0.877,0.164,0.917938
26,20,7,0.21,0.877,0.164,0.727753
26,20,8,0.21,0.877,0.164,0.754211
26,20,9,0.21,0.877,0.164,0.890472
26,20,10,0.21,0.877,0.164,0.955139
26,20,11,0.21,0.877,0.164,0.031677
26,20,11,0.21,0.877,0.164,0.66922
26,20,11,0.21,0.877,0.164,0.876099
26,20,12,0.21,0.877,0.164,0.553162
26,20,13,0.21,0.877,0.164,0.138214
26,20,13,0.21,0.877,0.164,0.593933
26,20,13,0.21,0.877,0.164,0.002167
26,20,13,0.21,0.877,0.164,0.204254
26,20,14,0.21,0.877,0.164,0.860535
26,20,15,0.21,0.877,0.164,0.01944
26,20,15,0.21,0.877,0.164,0.090576
26,20,15,0.21,0.877,0.164,0.910034
26,20,16,0.21,0.877,0.164,0.901947
26,20,17,0.21,0.877,0.164,0.058441
26,20,17,0.21,0.877,0.164,0.935547
26,20,18,0.21,0.877,0.164,0.707092
26,20,19,0.21,0.877,0.164,0.712738
27,10,0,0.197,0.884,0.171,0.927094
27,10,1,0.197,0.884,0.171,0.353638
27,10,2,0.197,0.884,0.171,0.575775
27,10,3,0.197,0.884,0.171,0.749695
27,10,4,0.197,0.884,0.171,0.6521
27,10,5,0.197,0.884,0.171,0.961945
27,10,6,0.197,0.884,0.171,0.220734
27,10,7,0.197,0.884,0.171,0.667694
27,10,8,0.197,0.884,0.171,0.394562
27,10,9,0.197,0.884,0.171,0.131226
27,10,9,0.197,0.884,0.171,0.311371
27,10,9,0.197,0.884,0.171,0.854767
28,20,0,0.222,0.858,0.156,0.46286
28,20,1,0.222,0.858,0.156,0.907867
28,20,2,0.222,0.858,0.156,0.180634
28,20,2,0.222,0.858,0.156,0.061371
28,20,2,0.222,0.858,0.156,0.29892
28,20,3,0.222,0.858,0.156,0.207916
28,20,3,0.222,0.858,0.156,0.538391
28,20,3,0.222,0.858,0.156,0.086639
28,20,3,0.222,0.858,0.156,0.750275
28,20,4,0.222,0.858,0.156,0.12674
28,20,4,0.222,0.858,0.156,0.89447
28,20,5,0.222,0.858,0.156,0.162048
28,20,5,0.222,0.858,0.156,0.760468
28,20,5,0.222,0.858,0.156,0.529449
28,20,6,0.222,0.858,0.156,0.309814
28,20,7,0.222,0.858,0.156,0.853516
28,20,8,0.222,0.858,0.156,0.259003
28,20,9,0.222,0.858,0.156,0.440216
28,20,10,0.222,0.858,0.156,0.905121
28,20,11,0.222,0.858,0.156,0.246094
28,20,12,0.222,0.858,0.156,0.98172
28,20,13,0.222,0.858,0.156,0.96933
28,20,14,0.222,0.858,0.156,0.896179
28,20,15,0.222,0.858,0.156,0.420074
28,20,16,0.222,0.858,0.156,0.983734
28,20,17,0.222,0.858,0.156,0.324829
28,20,18,0.222,0.858,0.156,0.248993
28,20,19,0.222,0.858,0.156,0.263336
29,20,0,0.225,0.848,0.187,0.501892
29,20,1,0.225,0.848,0.187,0.372223
29,20,2,0.225,0.848,0.187,0.829041
29,20,3,0.225,0.848,0.187,0.341644
29,20,4,0.225,0.848,0.187,0.291443
29,20,5,0.225,0.848,0.187,0.452209
29,20,6,0.225,0.848,0.187,0.457153
29,20,7,0.225,0.848,0.187,0.580536
29,20,8,0.225,0.848,0.187,0.411621
29,20,9,0.225,0.848,0.187,0.253662
29,20,10,0.225,0.848,0.187,0.42807
29,20,11,0.225,0.848,0.187,0.874207
29,20,12,0.225,0.848,0.187,0.4216
29,20,13,0.225,0.848,0.187,0.718842
29,20,14,0.225,0.848,0.187,0.012756
29,20,14,0.225,0.848,0.187,0.687683
29,20,14,0.225,0.848,0.187,0.070526
29,20,14,0.225,0.848,0.187,0.948639
29,20,15,0.225,0.848,0.187,0.179321
29,20,15,0.225,0.848,0.187,0.804474
29,20,15,0.225,0.848,0.187,0.701935
29,20,16,0.225,0.848,0.187,0.613068
29,20,17,0.225,0.848,0.187,0.429962
29,20,18,0.225,0.848,0.187,0.653107
29,20,19,0.225,0.848,0.187,0.113281
29,20,19,0.225,0.848,0.187,0.165985
29,20,19,0.225,0.848,0.187,0.089966
29,20,19,0.225,0.848,0.187,0.995728
30,13,0,0.214,0.883,0.167,0.913757
30,13,1,0.214,0.883,0.167,0.585083
30,13,2,0.214,0.883,0.167,0.660217
30,13,3,0.214,0.883,0.167,0.626373
30,13,4,0.214,0.883,0.167,0.312683
30,13,5,0.214,0.883,0.167,0.725647
30,13,6,0.214,0.883,0.167,0.133179
30,13,6,0.214,0.883,0.167,0.128571
30,13,6,0.214,0.883,0.167,0.750793
30,13,7,0.214,0.883,0.167,0.464813
30,13,8,0.214,0.883,0.167,0.091278
30,13,8,0.214,0.883,0.167,0.791748
30,13,8,0.214,0.883,0.167,0.384827
30,13,9,0.214,0.883,0.167,0.939606
30,13,10,0.214,0.883,0.167,0.948517
30,13,11,0.214,0.883,0.167,0.72345
30,13,12,0.214,0.883,0.167,0.869354
31,10,0,0.21,0.878,0.158,0.267273
31,10,1,0.21,0.878,0.158,0.708496
31,10,2,0.21,0.878,0.158,0.795685
31,10,3,0.21,0.878,0.158,0.613251
31,10,4,0.21,0.878,0.158,0.876984
31,10,5,0.21,0.878,0.158,0.466522
31,10,6,0.21,0.878,0.158,0.694214
31,10,7,0.21,0.878,0.158,0.639801
31,10,8,0.21,0.878,0.158,0.808319
31,10,9,0.21,0.878,0.158,0.443176
32,15,0,0.224,0.892,0.171,0.789886
32,15,1,0.224,0.892,0.171,0.815704
32,15,2,0.224,0.892,0.171,0.859619
32,15,3,0.224,0.892,0.171,0.269714
32,15,4,0.224,0.892,0.171,0.57254
32,15,5,0.224,0.892,0.171,0.484314
32,15,6,0.224,0.892,0.171,0.587128
32,15,7,0.224,0.892,0.171,0.525024
32,15,8,0.224,0.892,0.171,0.771149
32,15,9,0.224,0.892,0.171,0.549744
32,15,10,0.224,0.892,0.171,0.666534
32,15,11,0.224,0.892,0.171,0.191162
32,15,11,0.224,0.892,0.171,0.903381
32,15,12,0.224,0.892,0.171,0.351685
32,15,13,0.224,0.892,0.171,0.10553
32,15,13,0.224,0.892,0.171,0.176178
32,15,13,0.224,0.892,0.171,0.130981
32,15,13,0.224,0.892,0.171,0.466003
32,15,14,0.224,0.892,0.171,0.161743
32,15,14,0.224,0.892,0.171,0.815338
32,15,14,0.224,0.892,0.171,0.408691
33,22,0,0.215,0.885,0.181,0.348999
33,22,1,0.215,0.885,0.181,0.478241
33,22,2,0.215,0.885,0.181,0.403259
33,22,3,0.215,0.885,0.181,0.969116
33,22,4,0.215,0.885,0.181,0.699677
33,22,5,0.215,0.885,0.181,0.381927
33,22,6,0.215,0.885,0.181,0.282806
33,22,7,0.215,0.885,0.181,0.099609
33,22,7,0.215,0.885,0.181,0.12851
33,22,7,0.215,0.885,0.181,0.029877
33,22,7,0.215,0.885,0.181,0.006927
33,22,8,0.215,0.885,0.181,0.538422
33,22,9,0.215,0.885,0.181,0.332092
33,22,10,0.215,0.885,0.181,0.429474
33,22,11,0.215,0.885,0.181,0.267639
33,22,12,0.215,0.885,0.181,0.044678
33,22,12,0.215,0.885,0.181,0.877716
33,22,12,0.215,0.885,0.181,0.786713
33,22,13,0.215,0.885,0.181,0.594879
33,22,14,0.215,0.885,0.181,0.958099
33,22,15,0.215,0.885,0.181,0.723358
33,22,16,0.215,0.885,0.181,0.941132
33,22,17,0.215,0.885,0.181,0.57309
